Year,Sem,Division,Instructor,LoginID,Dept,Num,CourseName,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2019,Fall,Heinz College,"GREEN, DANIEL",dtgreen,AEM,93861,SCRIPT/STORY ANALYSS,5.33,4.72,4.39,4.61,4.56,4.78,4.39,4.83,4.39,4.39
2019,Fall,Heinz College,"GRIGGS, DAVID",dgriggs,HC,94718,STRATG PRESENTN SKLS,7.45,4.68,4.68,4.77,4.68,4.81,4.77,4.82,4.68,4.68
2019,Fall,Heinz College,"GURWIN, DAVID",dagurwin,AEM,93831,LAW AND THE ARTS,10.44,4.2,4.16,4.28,3.4,4.56,4.08,4.04,3.88,3.92
2019,Spring,Heinz College,"HAGGAG, KAREEM",khaggag,PPP,90892,BEHAV ECON POVTY DEV,8.6,4.6,4.4,4.2,4.2,4.2,3.8,5,4,3.8
2019,Spring,Heinz College,"HALLEY, DEVON",dhalley,HC,94870,TELL STORIES W DATA,5.69,4.31,4.08,4.08,3.69,4.54,3.92,4.46,4.31,4
2019,Summer,Heinz College,"HANNIGAN, MATTHEW",mgh2,HC,94824,CRTG RESLTS ORNT PRG,6.2,4.8,4.8,4.8,4.8,4.8,5,5,4.8,4.8
2019,Fall,Heinz College,"HANNIGAN, MATTHEW",mgh2,HC,94824,CRTG RESLTS ORNT PRG,8,5,5,5,4.75,4.75,4.75,5,4.5,4.5
2019,Fall,Heinz College,"HANNIGAN, MATTHEW",mgh2,PROJECT,90739,SYSTMS SYNTHESIS I,11,5,5,5,5,5,5,5,5,4.5
2019,Fall,Heinz College,"HAVILAND, AMELIA",amelia,PPP,90711,STAT REASON WITH R,14.57,4.82,4.51,4.55,4.16,4.71,4.35,4.92,4.73,4.08
2019,Spring,Heinz College,"HAVILAND, AMELIA",amelia,PPP,90823,PROGRAM EVALUATION,9.35,4.8,4.33,4.6,4.47,4.78,4.55,4.85,4.58,4.42
2019,Fall,Heinz College,"HELLER, KAREN",kh3m,PPP,90783,POL INNOV LAB,9.17,4.47,4,4.16,4.16,4.37,4.16,4.79,4.05,4.42
2019,Spring,Heinz College,"HERR, CHRISTOPHER",cherr2,ISM,95884,NETWORK DEFENSES,11,4.63,4.63,4.5,4.63,4.75,4.63,4.75,4.63,4.5
2019,Summer,Heinz College,"HERR, CHRISTOPHER",cherr2,ISM,95884,NETWORK DEFENSES,7.63,4.63,4.75,4.88,4.25,4.88,5,5,4.63,4.75
2019,Spring,Heinz College,"HERSHEY, TINA",thershey,PPP,90832,HEALTH LAW,6.5,4.83,4.83,4.92,4.33,4.83,4.75,5,4.83,4.83
2019,Fall,Heinz College,"HILL, EVAN",emhill,HC,94888,STRGC FORESGTNG,9.67,4,4.17,4.17,4,4,4.17,4.83,4.17,4.17
2019,Fall,Heinz College,"HONIG, LARRY",lhonig,HC,94886,ADV ROBT PROC AUTMN,7.14,4.71,4,4,4.29,4.57,4.29,4.86,4.43,4.14
2019,Fall,Heinz College,"HUGHES, KRISTIN",kh,HC,94831,DESIGN CENTER: DTSI,11,4,2.5,3,3.5,4,3,4,3.5,2.5
2019,Spring,Heinz College,"HUNTER, GERALD",geraldh,HC,94827,SAS FOR PUBLIC POLCY,11.8,4,4,4,3.8,4,3.8,4.4,3.6,4
2019,Fall,Heinz College,"HYATT, KIM",khyatt,HC,94701,BUSINESS WRITING,7.69,4.68,4.6,4.64,4.59,4.6,4.55,4.74,4.49,4.39
2019,Summer,Heinz College,"HYATT, KIM",khyatt,PMP,91717,BUS WRTG FOR LEADERS,6.25,4.83,4.33,4.58,4.83,4.5,4.27,4.91,4.73,4.55
2019,Fall,Heinz College,"HYATT, KIM",khyatt,PPP,90718,STRTGC PRSNTN SKILLS,5,4.89,4.89,4.89,4.78,4.67,4.44,4.67,4.44,4.22
2019,Spring,Heinz College,"HYATT, KIM",khyatt,PPP,90718,STRTGC PRSNTN SKILLS,6.1,4.42,4.18,4.35,4.3,4.42,4.2,4.2,4.12,3.95
2019,Fall,Heinz College,"INBAR, YAEL",yinbar,ISM,95723,MANG DISRUPT TECH,6.66,4.37,4.21,4.33,4.36,4.31,4.28,4.56,4.28,4.28
2019,Fall,Heinz College,"INBAR, YAEL",yinbar,ISM,95819,"A/B TEST, DESIGN ANA",6.5,4.67,4.33,4.67,4.83,4.67,4.83,4.83,4.5,4.67
2019,Spring,Heinz College,"JACQUILLAT, ALEXANDRE",ajacquil,HC,94867,DEC ANA BUS POL,10.79,4.75,4.64,4.64,4.46,4.79,4.68,4.93,4.71,4.71
2019,Spring,Heinz College,"JACQUILLAT, ALEXANDRE",ajacquil,ISM,95760,DCSN MKG UNCERTAINTY,9.63,4.54,4.48,4.46,4.41,4.48,4.46,4.59,4.43,4.33
2019,Spring,Heinz College,"JHA, AKSHAYA",akshayaj,HC,94834,APPL ECONOMETRICS I,8.97,4.03,3.68,3.76,3.44,4.18,3.41,4.5,3.42,3.62
2019,Spring,Heinz College,"JHA, AKSHAYA",akshayaj,HC,94835,APPL ECONOMETRICS II,9.33,4.23,3.79,3.93,3.51,4.14,3.35,4.67,3.52,3.72
2019,Spring,Heinz College,"JHA, AKSHAYA",akshayaj,PPP,90907,ECNMTRC THEO & MTHD,9.71,4.71,4.29,4.43,4.29,4.57,4.57,5,4.71,4.57
2019,Summer,Heinz College,"JOHNSON, KYLE",kljohnso,ISM,95803,DEEP LRNG INF SY MGT,9.8,4.07,3.67,4,3.53,3.93,3.47,4.6,3.33,3.33
2019,Fall,Heinz College,"JOHNSON, KYLE",kljohnso,ISM,95803,DEEP LRNG INF SY MGT,8.75,3.88,3.94,3.69,3.69,4.13,3.5,4.69,3.5,3.44
2019,Fall,Heinz College,"JORDAN, JAMES",jfjordan,HC,94899,APPRENTICESHIP,3.5,5,5,4,5,5,5,5,5,5
2019,Fall,Heinz College,"JORDAN, JAMES",jfjordan,PPP,90836,HEALTH SYSTEMS,5.86,4.36,3.93,4.04,3.78,4.5,3.86,4.64,3.89,3.46
2019,Spring,Heinz College,"JORDAN, JAMES",jfjordan,PPP,90877,HLTH CARE MARKETING,5,3.9,2.7,2.9,2.6,3.8,2.9,4.3,3,2.7
2019,Fall,Heinz College,"JORDAN, JAMES",jfjordan,PROJECT,94739,CAPSTONE PROJECT,8,4,3,3,5,4,3,5,4,4
2019,Fall,Heinz College,"KANAL, ELIEZER",ekanal,ISM,95810,BLOCKCHAIN FUNDMNTLS,6.67,3.78,3.33,3.44,2.89,3.89,3.33,4.56,3.44,3.56
2019,Spring,Heinz College,"KANAL, ELIEZER",ekanal,PPP,90932,INDEPENDENT STUDY,8,5,5,5,5,5,5,5,5,5
2019,Fall,Heinz College,"KANAL, ELIEZER",ekanal,PROJECT,95720,INFO SYSTEMS PROJECT,6.2,3.8,3.8,4,4,4,4,4.2,3.8,4
2019,Fall,Heinz College,"KANG, KARAM",kangk,PPP,90729,APPLD ECON CAPSTONE,17.5,5,4.5,4.5,5,5,4,4,4.5,4
2019,Summer,Heinz College,"KENNEDY, BRENT",bkennedy,ISM,95884,NETWORK DEFENSES,7.33,4.63,4.75,4.88,4.25,4.88,4.88,5,4.63,4.75
2019,Spring,Heinz College,"KOLOWITZ, BRIAN",bkolowit,ISM,95888,DATA FOCUSED PYTHON,8,3.62,3.69,3.77,3.62,3.46,3.54,4.31,3.15,3.31
2019,Fall,Heinz College,"KOLOWITZ, BRIAN",bkolowit,ISM,95888,DATA FOCUSED PYTHON,8.48,2.28,2.48,2.6,2.2,2.64,2.24,3.44,2.12,2.24
2019,Summer,Heinz College,"KOLOWITZ, BRIAN",bkolowit,ISM,95888,DATA FOCUSED PYTHON,10.7,3.3,3.8,3.8,3.3,3.8,3.7,4.5,3.6,3.4
2019,Fall,Heinz College,"KOLOWITZ, BRIAN",bkolowit,PROJECT,95720,INFO SYSTEMS PROJECT,5,5,4,5,5,4,4,5,4,4
2019,Fall,Heinz College,"KOVAK, BRIAN",bkovak,PPP,90822,CRIT ANA POL RES,7.57,4.76,4.86,4.76,4.62,4.86,4.76,4.81,4.76,4.62
2019,Fall,Heinz College,"KOVAK, BRIAN",bkovak,PPP,90901,PHD SEMINAR I,3.5,5,4.88,4.88,4.88,4.75,4.88,4.75,4.88,4.63
2019,Fall,Heinz College,"KOVAK, BRIAN",bkovak,PPP,90908,PH D MICROECONOMICS,7.73,5,4.91,5,4.73,4.91,4.91,5,4.91,4.91
2019,Fall,Heinz College,"KOWALSKY, CHRISTOPHER",ck0t,PROJECT,95720,INFO SYSTEMS PROJECT,11.6,4.2,4.2,4,4.2,4,4.2,4,4,4
2019,Fall,Heinz College,"KRACKHARDT, DAVID",krack,HC,94700,ORGNZTNL DSGN & IMPL,6.91,4.35,4.2,4.2,3.84,4.5,4.43,4.52,4.4,4.2
2019,Spring,Heinz College,"KRUMBHAAR, GEORGE",georgekr,PPP,90788,FINANCE THE PUB GOOD,6.8,4.7,4.2,4.4,4.2,4.8,4.4,4.8,4.6,4.3
2019,Fall,Heinz College,"KRUMBHAAR, GEORGE",georgekr,PPP,90894,PLCY TPC I FED BDGT,5.29,4.81,4.62,4.67,4.67,5,4.57,5,4.76,4.67
2019,Fall,Heinz College,"KUPFER, JEFFREY",jkupfer,PPP,90808,ENERGY POLICY,7.4,4.5,4.2,4.1,4.4,4.6,4.3,4.7,4.4,4.5
2019,Fall,Heinz College,"KURLAND, KRISTEN",kurland,HC,94802,GEOGRPHC INFO SYSTEM,9.32,4.16,4.48,4.5,3.92,4.71,4.08,4.52,4.2,4.32
2019,Summer,Heinz College,"KURLAND, KRISTEN",kurland,HC,94802,GEOGRPHC INFO SYSTEM,14.67,4.92,4.92,4.92,4.92,5,5,5,4.92,4.83
2019,Spring,Heinz College,"KURLAND, KRISTEN",kurland,PPP,90834,HEALTH CARE GIS,10.21,4.74,4.58,4.63,4.11,4.79,4.37,4.89,4.42,4.58
2019,Fall,Heinz College,"LABASH, STEFAN",clabash,HC,94803,CONSULTNG LAB,9.38,4.38,4.25,4.19,4.13,4.31,4.13,4.56,4.19,4.13
2019,Fall,Heinz College,"LABASH, STEFAN",clabash,ISM,95718,PROFESSIONAL SPEAKNG,6.47,4.78,4.46,4.73,4.79,4.81,4.81,4.86,4.73,4.73
2019,Spring,Heinz College,"LABASH, STEFAN",clabash,ISM,95718,PROFESSIONAL SPEAKNG,5.94,4.52,4.3,4.39,4.59,4.52,4.46,4.63,4.43,4.29
2019,Summer,Heinz College,"LABASH, STEFAN",clabash,ISM,95718,PROFESSIONAL SPEAKNG,8,4.54,4.46,4.62,4.79,4.62,4.54,4.71,4.37,4.08
2019,Fall,Heinz College,"LABASH, STEFAN",clabash,PPP,90780,PA DATA IMPACT LAB,4.77,3.54,2.92,3,2.85,3.15,3.23,4.38,3.08,2.46
2019,Fall,Heinz College,"LABASH, STEFAN",clabash,PROJECT,95720,INFO SYSTEMS PROJECT,9.8,4.2,4.4,4,4,4,4,4.6,4,3.4
2019,Fall,Heinz College,"LASSMAN, DAVID",dlassman,HC,94700,ORGNZTNL DSGN & IMPL,8.37,4.7,4.66,4.62,4.12,4.64,4.61,4.91,4.71,4.52
2019,Summer,Heinz College,"LASSMAN, DAVID",dlassman,HC,94700,ORGNZTNL DSGN & IMPL,7.78,4.73,4.57,4.68,4.2,4.63,4.7,4.9,4.8,4.58
2019,Spring,Heinz College,"LASSMAN, DAVID",dlassman,HC,94700,ORGNZTNL DSGN & IMPL,6.34,4.69,4.53,4.48,3.79,4.53,4.51,4.68,4.49,4.21
2019,Spring,Heinz College,"LASSMAN, DAVID",dlassman,HC,94854,DEV AS A LEADER,6.08,4.96,4.68,4.64,4.83,4.83,4.68,4.88,4.84,4.88
2019,Fall,Heinz College,"LASSMAN, DAVID",dlassman,HC,94854,DEV AS A LEADER,6.08,4.68,4.6,4.52,4.6,4.72,4.6,4.8,4.6,4.44
2019,Fall,Heinz College,"LASSMAN, DAVID",dlassman,PMP,91800,ORGNZTNL MANAGEMENT,7.18,4.82,4.64,4.59,4.14,4.59,4.77,4.86,4.68,4.64
2019,Summer,Heinz College,"LAZEAR, JARRED",jarredl,HC,94846,COACH TRN & EMP DEV,5.6,4.7,3.6,3.9,3.4,4.7,4.6,4.8,4.1,4.3
2019,Spring,Heinz College,"LEE-MANN, ALLISON",aleemann,CRM,93716,HUM RSRC MGT IN ARTS,5.16,4.32,3.79,4.05,3.11,4.67,4.05,4.84,3.79,3.74
2019,Fall,Heinz College,"LI, BEIBEI",beibeili,HC,94832,BUSN INTLG DTA MNG,7.43,3.98,3.98,4,3.45,4.29,3.88,4.55,3.74,3.5
2019,Spring,Heinz College,"LI, BEIBEI",beibeili,HC,94832,BUSN INTLG DTA MNG,7.4,4.17,4.43,4.23,3.97,4.47,4.31,4.66,4.17,4.1
2019,Fall,Heinz College,"LI, BEIBEI",beibeili,ISM,95866,ADV BUSINESS ANALYTC,8.52,4.13,4.09,4.13,4.04,4.17,4.17,4.39,3.96,4.04
2019,Spring,Heinz College,"LI, BEIBEI",beibeili,ISM,95866,ADV BUSINESS ANALYTC,8.87,4.31,4.13,4.21,4.1,4.33,4.1,4.56,4.05,3.92
2019,Fall,Heinz College,"LI, BEIBEI",beibeili,PROJECT,95720,INFO SYSTEMS PROJECT,5,4,4,4,4,4,4,4,4,4
2019,Fall,Heinz College,"LIBERT, TIMOTHY",tlibert,ISM,95818,PRVCY POL TECH & LAW,11,4.5,5,5,4,5,5,4.5,4.5,5
2019,Spring,Heinz College,"LIBERT, TIMOTHY",tlibert,ISM,95878,ENG PRIV IN SOFTWARE,8,4,4,4,4,5,4,5,4,3
2019,Fall,Heinz College,"LIGHTMAN, ARI",aligh,HC,94707,DATA FOCUSED MRKTG,6.99,3.88,3.4,3.38,3.5,3.82,3.25,4.24,3.34,3.15
2019,Spring,Heinz College,"LIGHTMAN, ARI",aligh,HC,94823,MEASURING SOCIAL,7.06,4.31,4.13,4.19,4,4.13,4.19,4.69,4.25,4
2019,Fall,Heinz College,"LIGHTMAN, ARI",aligh,ISM,95722,DIGITAL TRANSFORMATN,5.8,4.33,4,4.13,4.33,4,3.93,4.53,4.07,3.93
2019,Spring,Heinz College,"LIGHTMAN, ARI",aligh,ISM,95722,DIGITAL TRANSFORMATN,7.72,4.28,4.19,4.06,3.97,4.31,4.28,4.66,4.16,4.06
2019,Fall,Heinz College,"LIGHTMAN, ARI",aligh,PROJECT,95720,INFO SYSTEMS PROJECT,14,4,4,4,4,4,4,4,4,4
2019,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95710,ECONOMIC ANALYSIS,11.78,4.43,4.17,4.17,4.39,4.36,3.91,4.57,4.17,4
2019,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95715,FINANCIAL ACCOUNTING,12.49,4.56,4.31,4.28,4.36,4.54,4.26,4.56,4.18,4.13
2019,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95716,PRINCIPLS OF FINANCE,11.17,4.39,4.17,4.17,4.17,4.33,3.58,4.42,3.86,3.83
2019,Fall,Heinz College,"LIM, TIONG",tklim,PMP,91804,FINANCL ANLYS MANGRS,12.23,4.38,3.92,4.15,3.85,4.54,3.92,4.77,3.85,3.85
2019,Summer,Heinz College,"LIM, TIONG",tklim,PMP,91855,FINANCIAL MANAGEMENT,8,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
2019,Spring,Heinz College,"LIM, TIONG",tklim,PPP,90724,FINANCIAL ANALYSIS,14.75,4.67,4.33,4.58,4.42,4.67,4.5,4.67,4.5,4.5
2019,Summer,Heinz College,"LIM, TIONG",tklim,PPP,90738,APP ECONMC ANALYS II,12.67,4.67,4.67,4.75,4.75,4.75,4.78,4.67,4.67,4.78
2019,Summer,Heinz College,"LIM, TIONG",tklim,PPP,90747,COST BENEFIT ANLYSIS,11.9,4.4,4.6,4.7,4.5,4.6,4.4,4.3,4.4,4.5
2019,Fall,Heinz College,"LIM, TIONG",tklim,PROJECT,95720,INFO SYSTEMS PROJECT,13.67,4.33,4.17,4.33,4.33,4,4.17,4.83,4.33,4
2019,Fall,Heinz College,"LINK, THOMAS",tlink,PPP,90748,REAL EST DEVLPMENT,8.55,4.55,4.09,4.18,4,4.45,3.73,4.64,4.27,4.36
2019,Spring,Heinz College,"LIZARONDO-ESPINO, LEAH",llizaron,HC,94884,SEEDING SOCIETL FUT,8.67,3.56,3.56,3.78,3.56,4,3.78,3.89,3.67,3.89
2019,Fall,Heinz College,"LOEWENSTEIN, GEORGE",gl20,PPP,90882,BEHVL ECONM PUBL PLY,8.21,4.25,4.37,4.33,3.74,4.78,4.63,4.3,4.26,4.48
2019,Spring,Heinz College,"LUKES, DENIS",denisl,PPP,90831,ADV FIN MGT HLTH CRE,5.18,3.76,3.53,3.41,3.35,3.88,3.59,4.71,2.82,2.82
2019,Fall,Heinz College,"MARKHAM, SUSAN",smarkha2,PPP,90871,POLICY & GENDER WKSP,6.5,4.75,4.5,4.88,3.88,5,4.75,4.88,4.5,4.63
2019,Spring,Heinz College,"MARKHAM, SUSAN",smarkha2,PPP,90871,POLICY & GENDER WKSP,3.5,4.5,5,5,4,4.5,5,5,4.5,4.5
2019,Spring,Heinz College,"MARSLETT, GEOFFREY",gmarslet,CRM,93772,FILM AP AMER IND,6.5,5,5,5,5,5,5,5,5,5
2019,Summer,Heinz College,"MASON, LOLA",lolam,PMP,91869,CONFLICT RESOLUTION,4.57,4.57,4.29,4.29,4.43,4.71,4.43,4.71,4.57,4.57
2019,Spring,Heinz College,"MASON, LOLA",lolam,PMP,91869,CONFLICT RESOLUTION,5.67,4.78,4.44,4.67,4.67,5,4.89,4.67,4.56,4.78
2019,Fall,Heinz College,"MASSARO, HAYLEE",hmassaro,HC,94701,BUSINESS WRITING,6.2,4.93,4.87,4.87,4.9,4.87,4.82,4.95,4.88,4.78
2019,Fall,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95717,WRTG INF SYS MGT,7.8,4.95,4.85,4.8,4.9,4.85,4.8,4.92,4.9,4.65
2019,Summer,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95717,WRTG INF SYS MGT,6.89,4.78,4.7,4.78,4.89,4.89,4.7,4.96,4.7,4.67
2019,Spring,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95717,WRTG INF SYS MGT,7.64,4.79,4.67,4.67,4.76,4.69,4.67,4.81,4.62,4.52
2019,Spring,Heinz College,"MASSARO, HAYLEE",hmassaro,PPP,90718,STRTGC PRSNTN SKILLS,6.22,4.78,4.48,4.56,4.63,4.63,4.59,4.89,4.56,4.41
2019,Fall,Heinz College,"MASSARO, HAYLEE",hmassaro,PPP,90718,STRTGC PRSNTN SKILLS,9.67,5,4.8,4.8,4.9,4.9,4.9,5,4.9,4.7
2019,Spring,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95749,CRYPTOGRAPHY,6.75,4.67,4.75,4.67,4.58,4.92,4.75,4.83,4.75,4.75
2019,Summer,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95749,CRYPTOGRAPHY,13.33,4,3.33,3.67,3.67,3.33,3.33,4.33,3,3
2019,Fall,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95758,NETWK & INTERNET SEC,10.25,4.5,4.63,4.75,4.63,4.75,4.5,4.63,4.63,4.63
2019,Fall,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95758,NETWK & INTERNET SEC,10.25,4.5,4.63,4.75,4.63,4.75,4.5,4.63,4.63,4.63
2019,Spring,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95758,NETWK & INTERNET SEC,10.21,4.79,4.29,4.43,4.36,4.57,4.36,4.79,4.43,4.5
2019,Fall,Heinz College,"MCCANN, PENNY",pmccann,HC,94702,PROFESSIONAL WRITING,6.26,4.47,4.26,4.42,4.37,4.47,4.21,4.26,4.11,3.89
2019,Fall,Heinz College,"MCCANN, PENNY",pmccann,PPP,90717,WRTNG PUBLIC POLICY,8.58,4.64,4.55,4.58,4.75,4.75,4.67,4.83,4.67,4.58
2019,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95702,DIST SYSTEM ISM,13.88,3.68,3.53,3.41,3.6,3.57,3.59,4.01,3.38,3.29
2019,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95702,DIST SYSTEM ISM,12.03,3.88,3.68,3.63,3.74,3.86,3.7,4.27,3.71,3.49
2019,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,10.5,4.2,4.3,4.4,4.3,4.4,4,4.8,4,4.1
2019,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,8.75,4.75,4.63,4.38,4.57,4.38,4.63,4.88,4.5,4.38
2019,Summer,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,12.3,4.2,4.25,4.3,3.75,4.05,4.05,4.6,4,4
2019,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95771,DATA STRUC & ALGRTHM,10.93,4.15,3.7,3.85,3.96,4.04,3.96,4.52,3.74,3.85
2019,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95771,DATA STRUC & ALGRTHM,11.39,4.61,4.67,4.61,4.5,4.56,4.67,4.72,4.61,4.61
2019,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95788,DEV BLOCKCHN USE CAS,9.5,4.75,4.5,4.5,4.75,4.5,4.5,4.5,4.5,4.5
2019,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,PROJECT,95720,INFO SYSTEMS PROJECT,11,5,5,5,5,5,5,5,5,5
2019,Fall,Heinz College,"MCMAHON, J",kmcmahon,AEM,93813,ARTS FACILITIES MNGT,3.2,4.5,4.2,4,3.9,4.7,4.5,4.5,4.3,4.4
2019,Fall,Heinz College,"MCMAHON, JAMES",jmcmaho1,AEM,93828,ADV TPCS FUNDRAISING,6.09,4.27,3.55,4.09,3.55,4.55,4,4.73,4,4
2019,Spring,Heinz College,"MCMAHON, JAMES",jmcmaho1,CRM,93826,EXT REL: FUN IND GIV,5.72,4.84,4.48,4.48,4.16,4.84,4.72,4.88,4.64,4.64
2019,Spring,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90789,RESIL & SUSTAIN COMM,9.58,4.82,4.42,4.64,4.42,4.75,4.08,4.82,4.25,4.25
2019,Fall,Heinz College,"MENDELSON, SARAH",smendel2,PPP,90858,HOW IDEAS BECOME POL,7.77,3.77,3.86,4,3.86,4.36,4,4.05,3.77,3.77
2019,Spring,Heinz College,"MENDELSON, SARAH",smendel2,PPP,90883,PROM DEM AND HUM RIG,7.5,3.61,3.39,3.5,3.56,4.22,3.5,3.67,3.11,3.06
2019,Fall,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95702,DIST SYSTEM ISM,13.7,3.75,3.65,3.58,3.48,3.7,3.62,4.21,3.53,3.35
2019,Spring,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95702,DIST SYSTEM ISM,12.38,3.86,3.71,3.74,3.61,3.94,3.81,4.29,3.77,3.39
2019,Fall,Heinz College,"MEYER, TOBY",tjmeyer,ISM,95884,NETWORK DEFENSES,7.12,4.35,4.53,4.5,4.12,4.47,4.15,4.82,4.12,4.29
2019,Spring,Heinz College,"MEYER, TOBY",tjmeyer,ISM,95884,NETWORK DEFENSES,10.25,4,4,3.75,3.75,3.88,3.75,4.13,3.63,3.75
2019,Fall,Heinz College,"MILLER, HAROLD",hm0g,PPP,90730,METHODS POLICY ANLYS,9.24,4.82,4.41,4.59,4.71,4.65,4.53,4.47,4.65,4.65
2019,Spring,Heinz College,"MILLER, RANDAL",rpmiller,CRM,93812,PRES PERF ART & FEST,6.91,4,2.64,2.82,2.64,4.18,3,3.91,2.27,2.55
2019,Fall,Heinz College,"MIRIYAGALLA, DANURA",dmiriyag,HC,94813,PROJECT MANAGEMENT,7.77,4.38,4.08,4.08,4.31,4.38,4.23,4.62,4.31,4.23
2019,Fall,Heinz College,"MIRIYAGALLA, DANURA",dmiriyag,PPP,90837,PRG EVAL UND CONSTRA,8.44,4.78,4.44,4.67,4.67,4.56,4.56,4.78,4.56,4.67
2019,Spring,Heinz College,"MONTGOMERY, ALAN",alm3,ISM,95832,MARKETING ANALYTICS,10.25,4.4,4.15,4.35,4.35,4.45,4.32,4.55,4.25,4.2
2019,Spring,Heinz College,"MOORE, KARYN",km3o,CRM,93732,DB THRY PRC CRTV ENT,8.63,4.42,4.75,4.63,4.13,4.42,4.67,4.54,4.58,4.46
2019,Fall,Heinz College,"MOORE, KARYN",km3o,HC,94774,BUSINESS PROCESS MDL,11.06,4.69,4.69,4.63,4.25,4.56,4.56,4.81,4.5,4.38
2019,Spring,Heinz College,"MOORE, KARYN",km3o,HC,94774,BUSINESS PROCESS MDL,11.03,4.56,4.63,4.66,4.41,4.56,4.59,4.77,4.5,4.37
2019,Spring,Heinz College,"MOORE, KARYN",km3o,PMP,91729,BUS ANALYTICS MGRS,10.6,4.5,4.5,4.4,4.25,4.53,4.4,4.75,4.5,4.25
2019,Fall,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,10.46,4.58,4.83,4.81,4.56,4.67,4.81,4.5,4.69,4.71
2019,Spring,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,12.58,4.12,3.81,4,3.42,3.92,4.15,4.27,4.15,3.62
2019,Fall,Heinz College,"MOORE, KARYN",km3o,PPP,90838,DATBSE MGT POL ANLY,12.93,4.63,4.51,4.54,4.49,4.68,4.54,4.61,4.39,4.29
2019,Fall,Heinz College,"MORROW, JENNIFER",ja35,HC,94886,ADV ROBT PROC AUTMN,7.14,4.57,4.14,4,4.43,4.86,4.43,4.71,4.43,4.14
2019,Fall,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,8.5,4.75,4.65,4.75,4.45,4.7,4.85,4.95,4.65,4.55
2019,Spring,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,9.75,4.36,4.64,4.49,4.25,4.49,4.5,4.79,4.4,4.25
2019,Fall,Heinz College,"MOYA, LINDA",lhmoya,HC,94800,NEGOTIATION,6.5,4.53,4.56,4.58,4.17,4.67,4.6,4.75,4.49,4.51
2019,Fall,Heinz College,"MURPHY, SANDRA",sandym,HC,94801,ACTING FOR MANGEMNT,5.75,4.92,4.67,4.75,4.88,4.83,4.83,4.79,4.88,4.87
2019,Spring,Heinz College,"MURPHY, SANDRA",sandym,HC,94801,ACTING FOR MANGEMNT,5.97,4.91,4.68,4.76,4.91,4.62,4.74,4.88,4.79,4.74
2019,Spring,Heinz College,"MURRAY, THOMAS",tmurray,ISM,95821,PRODCT MNGMNT IN IT,7.64,3.72,3.8,4.08,3.04,4,3.84,4.56,3.5,3.44
2019,Fall,Heinz College,"NAGIN, DANIEL",dn03,ISM,95796,STATS FOR IT MANAGER,10.68,4.15,4.19,4.26,3.85,4.27,4.09,4.68,3.94,4.05
2019,Fall,Heinz College,"NAGIN, DANIEL",dn03,PPP,90777,INT STAT METHODS,8.69,4.05,4,3.79,3.44,4.21,3.57,4.6,3.5,3.52
2019,Spring,Heinz College,"NGUYEN, HUNG",hungnguy,ISM,95828,MACH LRN PROB SOLV,10.05,3.75,3.56,3.42,3.48,3.57,3.38,3.91,3.38,3.63
2019,Fall,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,HC,94700,ORGNZTNL DSGN & IMPL,8.84,4.23,3.87,3.9,3.68,4.1,4.06,4.42,3.94,3.48
